#,#,id,address,microdistrict_id,photo_url,marker,created_at,updated_at,is_deleted,category_id,district_id,sub_category_id,name_kz,name_ru,address_building_id,full_address
1655,42096,650464,"ул.Кашгарская, 6",,,POINT (76.927022 43.262015),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167985,"ул.Кашгарская, 6"
1656,42112,650927,"ул.Егизбаева, 7/9",,,POINT (76.884427 43.230525),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,164590,"ул.Егизбаева, 7/9"
1657,42125,650129,"ул.20-ая линия, 48",,,POINT (76.888507 43.232386),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,164963,"ул.20-ая линия, 48"
1658,42130,650926,"ул.Егизбаева, 7/3",,,POINT (76.884878 43.231288),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165194,"ул.Егизбаева, 7/3"
1659,42147,649884,"ул.Утеген батыра, 21",,,POINT (76.856624 43.24159),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,164803,"ул.Утеген батыра, 21"
1660,42195,651751,"мкр.Аксай-3, 2/1",33,,POINT (76.828728 43.238094),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,256040,"мкр.Аксай-3, 2/1"
1661,42224,649861,,,,POINT (76.926563 43.26662),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,338094,"ул.Торекулова, 91/1	"
1662,42226,650022,"мкр.Аксай-1 А, 24",31,,POINT (76.825082 43.241126),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,258495,"мкр.Аксай-1 А, 24"
1663,42229,649976,"мкр.Аксай-3 Б, 32",35,,POINT (76.820684 43.236199),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,258483,"мкр.Аксай-3 Б, 32"
1664,42272,651050,"пр.Абая, 204 А",,,POINT (76.874524 43.234793),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,166925,"пр.Абая, 204 А"
1665,42273,651052,"ул.Сатпаева, 133/5",,,POINT (76.874506 43.233703),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,168216,"ул.Сатпаева, 133/5"
1666,42294,650509,"ул.Байтурсынулы, 20",,,POINT (76.925548 43.259407),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167180,"ул.Байтурсынулы, 20"
1667,42314,650715,"мкр.1, 92",5,,POINT (76.851101 43.231091),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,262280,"мкр.1, 92"
1668,42334,651505,"ул.Гоголя, 77/85",,,POINT (76.945189 43.260532),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,165991,"ул.Гоголя, 77/85"
1669,42350,651339,"ул.Манаса, 24 В",,,POINT (76.910004 43.23844),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Kosatka Club,Kosatka Club,165327,"ул.Манаса, 24 В"
1670,42370,651370,"ул.Болтекулы, 5",25,,POINT (76.81694 43.246197),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Alsai,Alsai,333108,"ул.Болтекулы, 5"
1671,42403,650014,"пр.Райымбека, 522/1",,,POINT (76.829847 43.242648),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,164870,"пр.Райымбека, 522/1"
1672,42411,651540,"ул.Манаса, 5",,,POINT (76.907453 43.243254),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,165628,"ул.Манаса, 5"
1673,42429,650755,"пр.Достык, 42",,,POINT (76.95692 43.250105),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,166688,"пр.Достык, 42"
1674,42435,651523,"пр.Сейфуллина, 514",,,POINT (76.935174 43.24687),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,255750,"пр.Сейфуллина, 514"
1675,42444,651278,"пр.Абая, 159",,,POINT (76.88906 43.239124),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,H2O,H2O,338674,"пр.Абая, 159"
1676,42453,652120,"мкр.Мамыр-4, 144 А",125,,POINT (76.846266 43.21437),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,260126,"мкр.Мамыр-4, 144 А"
1677,42458,651454,"мкр.Мамыр-4, 144 А",125,,POINT (76.84684 43.214222),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Воллейбольная площадка,Воллейбольная площадка,260126,"мкр.Мамыр-4, 144 А"
1678,42460,649974,"мкр.Мамыр-4, 144 А",125,,POINT (76.846408 43.214009),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,260126,"мкр.Мамыр-4, 144 А"
1679,42461,650739,"мкр.Мамыр-4, 144 А",125,,POINT (76.847044 43.214269),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,260126,"мкр.Мамыр-4, 144 А"
1680,42462,649547,"мкр.Мамыр-4, 144 А",125,,POINT (76.846645 43.21414),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Баскетбольная площадка,Баскетбольная площадка,260126,"мкр.Мамыр-4, 144 А"
1681,42465,651422,"мкр.Мамыр-1, 29/10",122,,POINT (76.845916 43.213395),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Теннисный корт,Теннисный корт,338809,"мкр.Мамыр-1, 29/10"
1682,42474,649400,"пр.Абая, 107/5",,,POINT (76.912845 43.242645),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,166029,"пр.Абая, 107/5"
1683,42519,650108,"пр.Абая, 150",,,POINT (76.883852 43.237094),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,165200,"пр.Абая, 150"
1684,42537,649383,"ул.Тургут Озала, 168/27",,,POINT (76.882558 43.243202),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,165854,"ул.Тургут Озала, 168/27"
1685,42550,651643,"мкр.Тастак-1, 14",149,,POINT (76.857609 43.248632),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,258062,"мкр.Тастак-1, 14"
1686,42607,651735,"мкр.Аксай-4, 94",36,,POINT (76.842176 43.228682),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,337757,"мкр.Аксай-4, 94"
1687,42608,649912,"мкр.Аксай-4, 73",36,,POINT (76.842273 43.227627),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,337644,"мкр.Аксай-4, 73"
1688,42614,651728,"мкр.Аксай-4, 82",36,,POINT (76.844373 43.227901),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,256010,"мкр.Аксай-4, 82"
1689,42627,649484,"мкр.Аксай-4, 77",36,,POINT (76.84349 43.227065),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Баскетбольная площадка,Баскетбольная площадка,258033,"мкр.Аксай-4, 77"
1690,42636,649816,"ул.Шакарима, 122",,,POINT (76.870141 43.240485),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,188014,"ул.Шакарима, 122"
1691,42639,650732,"мкр.Аксай-4, 67",36,,POINT (76.840898 43.227177),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,258317,"мкр.Аксай-4, 67"
1692,42642,650420,"мкр.Шугыла, 340/3 корпус 1",179,,POINT (76.787896 43.207879),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,Футбольное поле,Футбольное поле,257775,"мкр.Шугыла, 340/3 корпус 1"
1693,42649,652131,"пр.Абылай хана, 12/16",,,POINT (76.940043 43.271373),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,5,32,Площадка для воркаута,Площадка для воркаута,168178,"пр.Абылай хана, 12/16"
1694,42669,649868,"пр.Абылай хана, 26",,,POINT (76.940632 43.26914),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,166499,"пр.Абылай хана, 26"
1695,42713,651502,"ул.Досмухамедова, 9",,,POINT (76.922675 43.260672),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167830,"ул.Досмухамедова, 9"
1696,42722,651588,,,,POINT (76.926599 43.266533),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,338094,"ул.Торекулова, 91/1	"
1697,42726,649422,"ул.Брусиловского, 64",,,POINT (76.876909 43.252721),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,165735,"ул.Брусиловского, 64"
1698,42736,650519,"пр.Жибек жолы, 180",,,POINT (76.920582 43.259974),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167310,"пр.Жибек жолы, 180"
1699,42737,649488,"мкр.10 А, 9",7,,POINT (76.861327 43.216725),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Баскетбольная площадка,Баскетбольная площадка,257821,"мкр.10 А, 9"
1700,42742,651607,"ул.Туркебаева, 59 А",,,POINT (76.877398 43.254533),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,165862,"ул.Туркебаева, 59 А"
1701,42746,649838,"ул.Дуйсенова Есена, 95",,,POINT (76.876627 43.253623),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,165986,"ул.Дуйсенова Есена, 95"
1702,42754,650668,"ул.Туркебаева, 59 А",,,POINT (76.877398 43.254533),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,165862,"ул.Туркебаева, 59 А"
1703,42755,650669,"ул.Туркебаева, 63",,,POINT (76.877576 43.25209),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,165717,"ул.Туркебаева, 63"
1704,42757,649843,"ул.Брусиловского, 13 А",,,POINT (76.875268 43.254298),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,165867,"ул.Брусиловского, 13 А"
1705,42760,650671,"ул.Брусиловского, 66",,,POINT (76.876976 43.251946),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167166,"ул.Брусиловского, 66"
1706,42762,649427,"ул.Брусиловского, 13 А",,,POINT (76.875131 43.254468),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,165867,"ул.Брусиловского, 13 А"
1707,42772,650457,"ул.Шагабутдинова, 8",,,POINT (76.920104 43.259326),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,165890,"ул.Шагабутдинова, 8"
1708,42783,650340,"мкр.Шугыла, 341/2 корпус 3",179,,POINT (76.789865 43.212713),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,Футбольное поле,Футбольное поле,257061,"мкр.Шугыла, 341/2 корпус 3"
1709,42823,650300,"ул.Женис, 16",45,,POINT (76.797987 43.258098),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Футбольное поле,Футбольное поле,296659,"ул.Женис, 16"
1710,42861,650407,"ул.Акселеу Сейдимбек, 301",118,,POINT (76.85824 43.19273),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,Футбольное поле,Футбольное поле,338708,"ул.Акселеу Сейдимбек, 301"
1711,42878,651616,"ул.Тлендиева, 213",,,POINT (76.873692 43.238554),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,338848,"ул.Тлендиева, 213"
1712,42879,650682,"ул.Тлендиева, 213",,,POINT (76.873692 43.238554),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,338848,"ул.Тлендиева, 213"
1713,42917,649725,"мкр.Аккент, 37",29,,POINT (76.81411 43.244468),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Баскетбольная площадка,Баскетбольная площадка,338103,"мкр.Аккент, 37"
1714,42921,651488,"ул.Наурызбай батыра, 28",,,POINT (76.935843 43.262402),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167936,"ул.Наурызбай батыра, 28"
1715,42922,650491,"ул.Наурызбай батыра, 28",,,POINT (76.935843 43.262402),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167936,"ул.Наурызбай батыра, 28"
1716,42925,651495,"пр.Сейфуллина, 510",,,POINT (76.93429 43.247847),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167123,"пр.Сейфуллина, 510"
1717,42945,649846,"ул.Чайковского, 25",,,POINT (76.935958 43.264959),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,165947,"ул.Чайковского, 25"
1718,42946,651494,"ул.Наурызбай батыра, 28",,,POINT (76.935773 43.262992),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167936,"ул.Наурызбай батыра, 28"
1719,42980,649922,"ул.Утеген батыра, 92 А",,,POINT (76.861601 43.240239),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,164890,"ул.Утеген батыра, 92 А"
1720,43014,650684,"ул.Варламова, 1/1",,,POINT (76.869854 43.246027),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,166520,"ул.Варламова, 1/1"
1721,43018,650654,"пр.Гагарина, 41",,,POINT (76.892928 43.24527),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167742,"пр.Гагарина, 41"
1722,43020,651620,"ул.Варламова, 1/1",,,POINT (76.869854 43.246027),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,166520,"ул.Варламова, 1/1"
1723,43038,649393,"ул.Катаева, 96",,,POINT (76.891333 43.239992),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,167759,"ул.Катаева, 96"
1724,43040,650356,"ул.Калмыкова, 31",95,,POINT (76.854711 43.166973),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,Футбольное поле,Футбольное поле,313934,"ул.Калмыкова, 31"
1725,43067,651564,"пр.Гагарина, 41",,,POINT (76.892928 43.24527),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167742,"пр.Гагарина, 41"
1726,43096,650355,"ул.Тажиева, 10 А",95,,POINT (76.850941 43.169265),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,Футбольное поле,Футбольное поле,266435,"ул.Тажиева, 10 А"
1727,43155,650026,"мкр.5, 22",14,,POINT (76.865804 43.230374),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,258331,"мкр.5, 22"
1728,43165,650636,"ул.Жамбыла, 175",,,POINT (76.905005 43.245655),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,166388,"ул.Жамбыла, 175"
1729,43173,649485,"мкр.Сайран, 7",142,,POINT (76.867202 43.234587),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Баскетбольная площадка,Баскетбольная площадка,337774,"мкр.Сайран, 7"
1730,43179,650702,"мкр.2, 41",11,,POINT (76.85983 43.232065),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,258166,"мкр.2, 41"
1731,43219,649420,"ул.Казыбек би, 150",,,POINT (76.914165 43.253952),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,167797,"ул.Казыбек би, 150"
1732,43237,649380,"ул.Ауэзова, 5",,,POINT (76.901364 43.252554),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,168574,"ул.Ауэзова, 5"
1733,43292,650568,"ул.Толе би, 189/3 корпус 2",,,POINT (76.896627 43.252655),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,165868,"ул.Толе би, 189/3 корпус 2"
1734,43293,650644,"ул.Толе би, 189/3 корпус 3",,,POINT (76.896926 43.252704),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167370,"ул.Толе би, 189/3 корпус 3"
1735,43335,651070,"ул.Бокейханова, 19 Б",,,POINT (76.910553 43.274428),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,5,32,Спортивная площадка,Спортивная площадка,167643,"ул.Бокейханова, 19 Б"
1736,43342,651448,"ул.Черновицкая, 94",,,POINT (76.909354 43.270346),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,5,32,Теннисный корт,Теннисный корт,233942,"ул.Черновицкая, 94"
1737,43394,651965,"ул.Ауэзовой, 13",98,,POINT (76.907272 43.325465),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Площадка для воркаута,Площадка для воркаута,267700,"ул.Ауэзовой, 13"
1738,43400,649989,"мкр.Аксай-4, 44",36,,POINT (76.837015 43.226868),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,337660,"мкр.Аксай-4, 44"
1739,43409,651739,"мкр.Аксай-4, 73",36,,POINT (76.842668 43.226889),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,337644,"мкр.Аксай-4, 73"
1740,43417,650675,"ул.Прокофьева, 35",,,POINT (76.872926 43.253232),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,255762,"ул.Прокофьева, 35"
1741,43439,649456,"ул.Желтоқсан, 35/46",,,POINT (76.937904 43.266392),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,164635,"ул.Желтоқсан, 35/46"
1742,43485,649381,"ул.Карасай батыра, 152/140",,,POINT (76.904933 43.248084),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,338750,"ул.Карасай батыра, 152/140"
1743,43539,651030,"ул.Розыбакиева, 85",,,POINT (76.889407 43.232002),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165175,"ул.Розыбакиева, 85"
1744,43596,651205,"ул.Степная, 27",22,,POINT (76.84472 43.272388),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Спортивная площадка,Спортивная площадка,290773,"ул.Степная, 27"
1745,43626,649339,"ул.Бенберина, 48",22,,POINT (76.845119 43.272411),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Баскетбольная площадка,Баскетбольная площадка,280897,"ул.Бенберина, 48"
1746,43633,649462,"ул.Казыбек би, 72",,,POINT (76.935505 43.255317),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,165642,"ул.Казыбек би, 72"
1747,43640,651475,"ул.Казыбек би, 156",,,POINT (76.912294 43.254537),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,166292,"ул.Казыбек би, 156"
1748,43653,649819,"ул.Толе би, 157",,,POINT (76.910706 43.253225),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Футбольное поле,Футбольное поле,166837,"ул.Толе би, 157"
1749,43688,650282,"мкр.Нуркент, 43",133,,POINT (76.820685 43.255156),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Футбольное поле,Футбольное поле,257527,"мкр.Нуркент, 43"
1750,43698,651586,"ул.Байтурсынулы, 20",,,POINT (76.925548 43.259407),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167180,"ул.Байтурсынулы, 20"
1751,43702,651535,"ул.Кабанбай батыра, 150/75",,,POINT (76.925772 43.247716),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,167719,"ул.Кабанбай батыра, 150/75"
1752,43715,650646,"ул.Клочкова, 92",,,POINT (76.901971 43.240701),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,255188,"ул.Клочкова, 92"
1753,43751,651389,"ул.Алтын Орда, 6/3 корпус 1",20,,POINT (76.630111 43.209786),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,КАРАСИК,КАРАСИК,263055,"ул.Алтын Орда, 6/3 корпус 1"
1754,43771,649466,"ул.Жамбыла, 55/57",,,POINT (76.9434 43.24839),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,167867,"ул.Жамбыла, 55/57"
1755,43786,651265,"ул.Алтын Орда, 6/3 корпус 1",20,,POINT (76.642061 43.204312),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,7,32,Спортивная площадка,Спортивная площадка,263055,"ул.Алтын Орда, 6/3 корпус 1"
1756,43831,651554,"ул.Маметовой, 22/40",,,POINT (76.944338 43.266749),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,168312,"ул.Маметовой, 22/40"
1757,43846,650271,"мкр.Нуркент, 5 А",133,,POINT (76.816964 43.257671),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,1,32,Футбольное поле,Футбольное поле,338949,"мкр.Нуркент, 5 А"
1758,43852,651584,"ул.Кожамкулова, 117",,,POINT (76.91602 43.260671),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Площадка для воркаута,Площадка для воркаута,166504,"ул.Кожамкулова, 117"
1759,43855,650571,"ул.Кожамкулова, 117",,,POINT (76.91602 43.260671),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,166504,"ул.Кожамкулова, 117"
1760,43867,650650,"ул.Жандарбекова, 109",,,POINT (76.89758 43.24046),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167868,"ул.Жандарбекова, 109"
1761,43908,650545,"ул.Кабанбай батыра, 150/75",,,POINT (76.925772 43.247716),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,167719,"ул.Кабанбай батыра, 150/75"
1762,43922,651913,"пр.Абая, 200",,,POINT (76.875434 43.235093),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,164659,"пр.Абая, 200"
