#,#,id,address,microdistrict_id,photo_url,marker,created_at,updated_at,is_deleted,category_id,district_id,sub_category_id,name_kz,name_ru,address_building_id,full_address
732,20409,650050,"мкр.Самал-2, 23",144,,POINT (76.956844 43.229518),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,256642,"мкр.Самал-2, 23"
733,20410,650030,"мкр.Самал-2, 30",144,,POINT (76.954584 43.22916),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,257005,"мкр.Самал-2, 30"
734,20413,650781,"мкр.Самал-2, 26",144,,POINT (76.955728 43.229342),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,256969,"мкр.Самал-2, 26"
735,20441,650205,"ул.Эйлера, 26",,,POINT (76.879846 43.205658),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,185226,"ул.Эйлера, 26"
736,20475,650638,"пр.Райымбека, 210/7 корпус 1",,,POINT (76.900573 43.261226),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Спортивная площадка,Спортивная площадка,166615,"пр.Райымбека, 210/7 корпус 1"
737,20584,649655,"ул.Брусиловского, 260",,,POINT (76.882046 43.226036),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Баскетбольная площадка,Баскетбольная площадка,165112,"ул.Брусиловского, 260"
738,20599,650947,"ул.Абиша Кекилбайулы, 26",,,POINT (76.889412 43.213043),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165303,"ул.Абиша Кекилбайулы, 26"
739,20608,651920,"ул.Хусаинова, 179",,,POINT (76.891772 43.213005),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,185368,"ул.Хусаинова, 179"
740,20623,651017,"ул.Габдуллина, 90",,,POINT (76.908414 43.228053),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165428,"ул.Габдуллина, 90"
741,20625,651018,"ул.Габдуллина, 90",,,POINT (76.908299 43.228062),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165428,"ул.Габдуллина, 90"
742,20626,650192,"ул.Абиша Кекилбайулы, 149",,,POINT (76.890141 43.205807),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,185127,"ул.Абиша Кекилбайулы, 149"
743,20629,651885,"ул.Габдуллина, 90",,,POINT (76.908414 43.228053),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,165428,"ул.Габдуллина, 90"
744,20634,651884,"ул.Ауэзова, 132/94",,,POINT (76.90654 43.227798),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,164606,"ул.Ауэзова, 132/94"
745,20661,651022,"ул.Ауэзова, 132/94",,,POINT (76.90654 43.227798),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,164606,"ул.Ауэзова, 132/94"
746,20706,650084,"ул.Калдаякова, 21",,,POINT (76.958317 43.261994),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,339214,"ул.Калдаякова, 21"
747,20716,650720,"мкр.6, 12",15,,POINT (76.854172 43.22065),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,258041,"мкр.6, 12"
748,20719,651706,"мкр.6, 11",15,,POINT (76.853669 43.220421),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,258206,"мкр.6, 11"
749,20722,651702,"мкр.3, 34",12,,POINT (76.853507 43.221925),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,337887,"мкр.3, 34"
750,20744,649887,"мкр.Сайран, 4",142,,POINT (76.86834 43.233609),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,326682,"мкр.Сайран, 4"
751,20802,650153,"ул.Абиша Кекилбайулы, 30",,,POINT (76.890365 43.209242),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,338586,"ул.Абиша Кекилбайулы, 30"
752,20805,650173,"ул.Абиша Кекилбайулы, 30",,,POINT (76.890283 43.209983),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,338585,"ул.Абиша Кекилбайулы, 30"
753,20817,650969,"мкр.Казахфильм, 11",90,,POINT (76.904765 43.193114),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,338042,"мкр.Казахфильм, 11"
754,20826,650249,"ул.Абиша Кекилбайулы, 129/8",,,POINT (76.888459 43.208083),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,166467,"ул.Абиша Кекилбайулы, 129/8"
755,20829,650175,"ул.Абиша Кекилбайулы, 129",,,POINT (76.887873 43.209737),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,165460,"ул.Абиша Кекилбайулы, 129"
756,20851,651927,"мкр.Казахфильм, 41",90,,POINT (76.908489 43.197851),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,256403,"мкр.Казахфильм, 41"
757,20855,651006,"ул.Манаса, 48",,,POINT (76.910706 43.230523),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,166599,"ул.Манаса, 48"
758,20872,649873,"мкр.8, 86",17,,POINT (76.869437 43.226772),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,337860,"мкр.8, 86"
759,20888,651925,"мкр.Казахфильм, 35 А",90,,POINT (76.908118 43.199941),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,256827,"мкр.Казахфильм, 35 А"
760,20910,650204,"мкр.Казахфильм, 14",90,,POINT (76.906051 43.193126),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,257688,"мкр.Казахфильм, 14"
761,20918,650967,"мкр.Коктем-3, 12",109,,POINT (76.916884 43.234018),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,257143,"мкр.Коктем-3, 12"
762,20922,651938,"мкр.Казахфильм, 20",90,,POINT (76.905538 43.195938),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,256824,"мкр.Казахфильм, 20"
763,20941,650758,"ул.Каирбекова, 21",,,POINT (76.960269 43.26172),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,166805,"ул.Каирбекова, 21"
764,20948,650965,"мкр.Казахфильм, 17",90,,POINT (76.905211 43.194678),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,256092,"мкр.Казахфильм, 17"
765,20957,649474,"ул.Панфилова, 26",,,POINT (76.943765 43.269305),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,2,32,Баскетбольная площадка,Баскетбольная площадка,166567,"ул.Панфилова, 26"
766,20989,650150,"ул.Абиша Кекилбайулы, 87/1",,,POINT (76.88595 43.216625),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,224468,"ул.Абиша Кекилбайулы, 87/1"
767,20993,650374,"ул.Абиша Кекилбайулы, 87/3",,,POINT (76.886156 43.215604),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,171619,"ул.Абиша Кекилбайулы, 87/3"
768,20998,649914,"ул.Пятницкого, 52",,,POINT (76.870478 43.209077),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,164718,"ул.Пятницкого, 52"
769,21020,651679,"мкр.Таугуль, 45",155,,POINT (76.87158 43.21109),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,257848,"мкр.Таугуль, 45"
770,21050,649939,"ул.Жандосова, 174 А",,,POINT (76.866428 43.207411),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,164751,"ул.Жандосова, 174 А"
771,21058,651684,"мкр.Таугуль, 44",155,,POINT (76.870873 43.210351),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Площадка для воркаута,Площадка для воркаута,256273,"мкр.Таугуль, 44"
772,21081,651900,"ул.Жандосова, 29 А",,,POINT (76.889313 43.228156),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,165115,"ул.Жандосова, 29 А"
773,21094,650724,"ул.Рыскулбекова, 28/6",,,POINT (76.870402 43.205155),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,165224,"ул.Рыскулбекова, 28/6"
774,21108,650970,"ул.Навои, 323",,,POINT (76.889776 43.197399),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165400,"ул.Навои, 323"
775,21131,651945,"ул.Навои, 326",,,POINT (76.888677 43.196583),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,164595,"ул.Навои, 326"
776,21133,651942,"мкр.Орбита-2, 37",138,,POINT (76.886037 43.199071),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,256176,"мкр.Орбита-2, 37"
777,21134,650217,"мкр.Орбита-2, 37",138,,POINT (76.886129 43.198913),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,256176,"мкр.Орбита-2, 37"
778,21147,650241,"мкр.Орбита-2, 7",138,,POINT (76.886705 43.197081),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,337708,"мкр.Орбита-2, 7"
779,21148,650940,"мкр.Орбита-2, 7",138,,POINT (76.886705 43.197081),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,337708,"мкр.Орбита-2, 7"
780,21190,650055,"ул.Хаджи Мукана, 18/1",,,POINT (76.957814 43.224581),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,166392,"ул.Хаджи Мукана, 18/1"
781,21208,650787,"ул.Хаджи Мукана, 28",,,POINT (76.955081 43.224308),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,166244,"ул.Хаджи Мукана, 28"
782,21209,650858,"пр.Н.Назарбаев, 246 А",,,POINT (76.953169 43.225979),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,168277,"пр.Н.Назарбаев, 246 А"
783,21257,650041,"ул.Азербаева, 70",,,POINT (76.949529 43.215663),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,216029,"ул.Азербаева, 70"
784,21280,650255,"ул.Нахимова, 53 корпус 1",,,POINT (76.936203 43.224663),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,185062,"ул.Нахимова, 53 корпус 1"
785,21303,651019,"пр.Аль-Фараби, 51",,,POINT (76.936562 43.223891),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,164953,"пр.Аль-Фараби, 51"
786,21307,650915,"пр.Аль-Фараби, 51",,,POINT (76.936381 43.223884),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,164953,"пр.Аль-Фараби, 51"
787,21314,651876,"пр.Аль-Фараби, 51",,,POINT (76.936562 43.223891),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,164953,"пр.Аль-Фараби, 51"
788,21332,649740,"мкр.Думан-2, 2",76,,POINT (77.001615 43.288049),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Баскетбольная площадка,Баскетбольная площадка,257632,"мкр.Думан-2, 2"
789,21344,650188,"пр.Аль-Фараби, 51",,,POINT (76.93624 43.224506),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,164953,"пр.Аль-Фараби, 51"
790,21403,650837,"ул.Кожабергенова, 33",,,POINT (76.967869 43.192495),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,214124,"ул.Кожабергенова, 33"
791,21411,649555,"ул.Богенбай батыра, 94/29",,,POINT (76.956518 43.253527),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Баскетбольная площадка,Баскетбольная площадка,167392,"ул.Богенбай батыра, 94/29"
792,21471,649697,"ул.Жарокова, 298",,,POINT (76.905227 43.202899),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Баскетбольная площадка,Баскетбольная площадка,255510,"ул.Жарокова, 298"
793,21529,650451,"ул.Халиуллина, 212/8",,,POINT (77.025145 43.297573),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,233128,"ул.Халиуллина, 212/8"
794,21572,651764,"ул.Полетаева, 63",,,POINT (76.974772 43.284382),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Площадка для воркаута,Площадка для воркаута,217447,"ул.Полетаева, 63"
795,21587,649707,"мкр.Казахфильм, 38",90,,POINT (76.908208 43.196975),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Баскетбольная площадка,Баскетбольная площадка,257516,"мкр.Казахфильм, 38"
796,21591,650096,"ул.Татыбекова, 91",,,POINT (76.976938 43.289103),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,235335,"ул.Татыбекова, 91"
797,21702,649713,"мкр.Казахфильм, 15",90,,POINT (76.905895 43.194485),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Баскетбольная площадка,Баскетбольная площадка,256335,"мкр.Казахфильм, 15"
798,21708,650090,"ул.Погодина, 52",,,POINT (76.975283 43.28277),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,221869,"ул.Погодина, 52"
799,21712,651845,"ул.Хантенгри, 103",74,,POINT (76.997772 43.276269),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Площадка для воркаута,Площадка для воркаута,264774,"ул.Хантенгри, 103"
800,21715,650086,"ул.Каркаралы, 36",74,,POINT (77.001833 43.283628),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,313345,"ул.Каркаралы, 36"
801,21730,650962,"мкр.Казахфильм, 24",90,,POINT (76.906017 43.196482),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,257728,"мкр.Казахфильм, 24"
802,21769,651924,"мкр.Казахфильм, 35 А",90,,POINT (76.906864 43.20048),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,256827,"мкр.Казахфильм, 35 А"
803,21772,651940,"ул.Рахмадиева, 4 корпус 2",131,,POINT (76.909115 43.194174),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,262665,"ул.Рахмадиева, 4 корпус 2"
804,21799,651841,"пр.Достык, 294/2",,,POINT (76.9656 43.216784),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Площадка для воркаута,Площадка для воркаута,164686,"пр.Достык, 294/2"
805,21857,650884,"пр.Достык, 121/3",,,POINT (76.962691 43.216397),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,167230,"пр.Достык, 121/3"
806,21865,650808,"пр.Достык, 123",,,POINT (76.963638 43.2166),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,167996,"пр.Достык, 123"
807,21868,650802,"пр.Достык, 117 А",,,POINT (76.961727 43.220142),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,166791,"пр.Достык, 117 А"
808,21875,650882,"пр.Достык, 272",,,POINT (76.963905 43.220258),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,166713,"пр.Достык, 272"
809,21902,650028,"ул.Алдар Косе, 2",,,POINT (76.946331 43.226023),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,212822,"ул.Алдар Косе, 2"
810,21960,651770,"ул.Курмангазы, 33",,,POINT (76.949701 43.244739),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Площадка для воркаута,Площадка для воркаута,167981,"ул.Курмангазы, 33"
811,21961,649581,"пр.Абая, 8 Г",,,POINT (76.951262 43.241196),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Баскетбольная площадка,Баскетбольная площадка,338655,"пр.Абая, 8 Г"
812,21984,649882,"ул.Сулейменова, 14",,,POINT (76.877841 43.215341),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Футбольное поле,Футбольное поле,164814,"ул.Сулейменова, 14"
813,21995,650703,"мкр.Таугуль-1, 89",156,,POINT (76.876435 43.214418),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,3,32,Спортивная площадка,Спортивная площадка,258421,"мкр.Таугуль-1, 89"
814,22034,651343,"ул.Утегенова, 48 В",131,,POINT (76.893071 43.177298),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Riza & Бассейн,Riza & Бассейн,320036,"ул.Утегенова, 48 В"
815,22037,650842,"ул.Бегалина, 120 А",,,POINT (76.965464 43.244955),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,217957,"ул.Бегалина, 120 А"
816,22085,650039,"ул.Бегалина, 7",,,POINT (76.96417 43.255427),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,168274,"ул.Бегалина, 7"
817,22094,650840,"ул.Луганского, 21 А",,,POINT (76.959626 43.238596),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Спортивная площадка,Спортивная площадка,167864,"ул.Луганского, 21 А"
818,22095,651818,"ул.Луганского, 21 А",,,POINT (76.959626 43.238596),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Площадка для воркаута,Площадка для воркаута,167864,"ул.Луганского, 21 А"
819,22114,651303,"мкр.Эдельвейс, 13",183,,POINT (76.953266 43.206575),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Aquastars,Aquastars,259040,"мкр.Эдельвейс, 13"
820,22136,650245,"ПК Жанару, 19",188,,POINT (76.94536 43.183741),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Футбольное поле,Футбольное поле,261081,"ПК Жанару, 19"
821,22164,651323,"ул.Навои, 208/6",,,POINT (76.885147 43.205427),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Aquastars,Aquastars,165549,"ул.Навои, 208/6"
822,22261,650946,"ул.Радостовца, 252",,,POINT (76.897147 43.210552),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165199,"ул.Радостовца, 252"
823,22293,650082,"ул.Маметовой, 12/21",,,POINT (76.949539 43.267268),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,168471,"ул.Маметовой, 12/21"
824,22318,651950,"ул.Тастемир, 1",77,,POINT (76.927751 43.18568),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,262324,"ул.Тастемир, 1"
825,22350,651941,"ул.Университетская, 9",77,,POINT (76.932059 43.189709),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,277811,"ул.Университетская, 9"
826,22352,651786,"ул.Айтеке би, 19",,,POINT (76.960872 43.259465),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Площадка для воркаута,Площадка для воркаута,255865,"ул.Айтеке би, 19"
827,22417,651937,"ул.Навои, 302",,,POINT (76.887492 43.203194),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,167306,"ул.Навои, 302"
828,22511,651035,"ул.Радостовца, 152 Л",,,POINT (76.894917 43.225808),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,166609,"ул.Радостовца, 152 Л"
829,22512,651898,"ул.Радостовца, 152 Л",,,POINT (76.894917 43.225808),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,166609,"ул.Радостовца, 152 Л"
830,22540,651014,"ул.Попова, 36",,,POINT (76.932351 43.224322),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,220153,"ул.Попова, 36"
831,22568,651889,"ул.Попова, 36",,,POINT (76.932351 43.224322),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,220153,"ул.Попова, 36"
832,22681,650069,"ул.Нурмагамбетова, 2/14 А",110,,POINT (76.978446 43.254924),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,335844,"ул.Нурмагамбетова, 2/14 А"
833,22715,650912,"ул.Шашкина, 8",,,POINT (76.930217 43.225892),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165086,"ул.Шашкина, 8"
834,22735,651928,"мкр.Казахфильм, 51",90,,POINT (76.911128 43.1971),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,338109,"мкр.Казахфильм, 51"
835,22738,650956,"мкр.Казахфильм, 46",90,,POINT (76.911116 43.197925),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,256669,"мкр.Казахфильм, 46"
836,22757,650077,"пр.Достык, 300/56",,,POINT (76.964105 43.208692),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,230356,"пр.Достык, 300/56"
837,22766,650087,"пр.Достык, 310/17",,,POINT (76.972265 43.20905),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,6,32,Футбольное поле,Футбольное поле,169308,"пр.Достык, 310/17"
838,22813,651023,"ул.Шашкина, 13",,,POINT (76.932454 43.222349),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Спортивная площадка,Спортивная площадка,165091,"ул.Шашкина, 13"
839,22817,651873,"ул.Шашкина, 13",,,POINT (76.932454 43.222349),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Площадка для воркаута,Площадка для воркаута,165091,"ул.Шашкина, 13"
840,22832,651408,"ул.Санаторная, 14 Б",59,,POINT (76.917185 43.203411),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Теннисный корт,Теннисный корт,338965,"ул.Санаторная, 14 Б"
841,22835,651410,"ул.Санаторная, 14 А",59,,POINT (76.917651 43.204327),2024-03-26 07:05:48.797546 +00:00,2024-10-03 07:16:01.744493 +00:00,false,5,4,32,Теннисный корт,Теннисный корт,279218,"ул.Санаторная, 14 А"
